,text,category,polarity,polarity_id,label,question,answer
1120,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1121,I have never before eaten 40 pieces of relatively good nigiri.,food,neutral,2,1,which category in the text is neutral,food
1122,I have never before eaten 40 pieces of relatively good nigiri.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1123,I'd call it an 'italian dinner'.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1124,my first time here was with my gf for our 12 month anniversary.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1125,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive,1,1,which category in the text is positive,food
1126,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",ambience,negative,0,1,which category in the text is negative,ambience
1127,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",price,positive,1,1,which category in the text is positive,price
1128,I have walked by this place for eons and finally went thanks to a girls' night.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1129,Have frequented 'ino for several years and the food remains excellent.,food,positive,1,1,which category in the text is positive,food
1130,Have frequented 'ino for several years and the food remains excellent.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1131,"Their eggplant is so delicate, sweet tender!",food,positive,1,1,which category in the text is positive,food
1132,I pray it stays open forever.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1133,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,1,1,which category in the text is positive,food
1134,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,1,1,which category in the text is positive,food
1135,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,price,positive,1,1,which category in the text is positive,price
1136,"If you want to save some money, don't go here.",price,negative,0,1,which category in the text is negative,price
1137,My friend got the mushroom pizza which tasted better.,food,positive,1,1,which category in the text is positive,food
1138,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,0,1,which category in the text is negative,service
1139,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",ambience,positive,1,1,which category in the text is positive,ambience
1140,This is the first time Citysearch did't call it right.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1141,You should pass on the calamari.,food,negative,0,1,which category in the text is negative,food
1142,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food,negative,0,1,which category in the text is negative,food
1143,Try the spicy wontons and the salt pepper shrimps.,food,positive,1,1,which category in the text is positive,food
1144,THE FOOD PORTIONS ARE REALLY LARGE.,food,positive,1,1,which category in the text is positive,food
1145,The fries are yummy.,food,positive,1,1,which category in the text is positive,food
1146,"Friendly and informative staff, very attentive and prompt raw bar service.",service,positive,1,1,which category in the text is positive,service
1147,Best Taiwanese food in NY!,food,positive,1,1,which category in the text is positive,food
1148,I have eaten at many pizza places around NYC and this is hands down the worst.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1149,This place is a great stop for great food.,food,positive,1,1,which category in the text is positive,food
1150,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,positive,1,1,which category in the text is positive,food
1151,What for?,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1152,Fantastic!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1153,"they were dry and disgusting, i didn't even finish my first piece.",food,negative,0,1,which category in the text is negative,food
1154,HIGHLY RECOMMENDED for a first date.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1155,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",service,negative,0,1,which category in the text is negative,service
1156,And the prices were way to high for what you get.,price,negative,0,1,which category in the text is negative,price
1157,"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
