,text,term,polarity,polarity_id,label
1714,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,positive,1,1
1715,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive,1,1
1716,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,1,1
1717,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,1,1
1718,(Always ask the bartender for the SEASONAL beer!!!,bartender,neutral,2,1
1719,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive,1,1
1720,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral,2,1
1721,Service and food is what any one would expect when spending that type of money.,Service,neutral,2,1
1722,Service and food is what any one would expect when spending that type of money.,food,neutral,2,1
1723,LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,1,1
1724,Every course was better than the next.,course,positive,1,1
1725,The staff is incredibly helpful and attentive.,staff,positive,1,1
1726,"If presentation and service is your thing, then this magic show works.",service,positive,1,1
1727,"Apparently, the good cook works then.",cook,positive,1,1
1728,The Yellowtail was particularly good as well.,Yellowtail,positive,1,1
1729,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive,1,1
1730,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,1,1
1731,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,negative,0,1
1732,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,negative,0,1
1733,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,negative,0,1
1734,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,0,1
1735,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative,0,1
1736,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,positive,1,1
1737,Patroon features a nice cigar bar and has great staff.,cigar bar,positive,1,1
1738,Patroon features a nice cigar bar and has great staff.,staff,positive,1,1
1739,Very affordable and excellent ambient!,ambient,positive,1,1
1740,"More important, the sushi rivals the best in Tokyo.",sushi,positive,1,1
1741,I have never had cheescake like this.,cheescake,positive,1,1
1742,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,negative,0,1
1743,Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,1,1
1744,Why do people rave about the ambience.,ambience,negative,0,1
1745,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,2,1
1746,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,positive,1,1
1747,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive,1,1
1748,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,1,1
1749,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive,1,1
1750,Great sushi experience.,sushi,positive,1,1
1751,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,positive,1,1
1752,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive,1,1
1753,They charge $6.00 for rice.,rice,negative,0,1
1754,My steak au poivre was one of the worst I've had.,steak au poivre,negative,0,1
1755,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive,1,1
1756,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,positive,1,1
1757,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive,1,1
1758,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,1,1
1759,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive,1,1
1760,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,positive,1,1
1761,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,positive,1,1
1762,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,positive,1,1
1763,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,1,1
1764,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,negative,0,1
1765,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,1,1
1766,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,1,1
1767,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,positive,1,1
1768,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive,1,1
1769,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,0,1
1770,The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,0,1
1771,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,1,1
1772,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,1,1
1773,"Ambience is delightful, service impeccable.",Ambience,positive,1,1
1774,"Ambience is delightful, service impeccable.",service,positive,1,1
1775,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,1,1
1776,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,1,1
1777,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive,1,1
1778,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,1,1
1779,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,1,1
1780,Although be warned their dinner menu to sit and take out prices are different.,prices,neutral,2,1
1781,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,2,1
